ticker,priceToEarning.top200AvgValue,priceToEarning.industryAvgValue,valueBeforeEbitda.top200AvgValue,valueBeforeEbitda.industryAvgValue,priceToBook.top200AvgValue,priceToBook.industryAvgValue,dividend.top200AvgValue,dividend.industryAvgValue,roe.top200AvgValue,roe.industryAvgValue,roa.top200AvgValue,roa.industryAvgValue,grossProfitMargin.top200AvgValue,grossProfitMargin.industryAvgValue,operatingProfitMargin.top200AvgValue,operatingProfitMargin.industryAvgValue,postTaxMargin.top200AvgValue,postTaxMargin.industryAvgValue,debtOnEquity.top200AvgValue,debtOnEquity.industryAvgValue,debtOnAsset.top200AvgValue,debtOnAsset.industryAvgValue,debtOnEbitda.top200AvgValue,debtOnEbitda.industryAvgValue,shortOnLongDebt.top200AvgValue,shortOnLongDebt.industryAvgValue,ebitOnInterest.top200AvgValue,ebitOnInterest.industryAvgValue,assetOnEquity.top200AvgValue,assetOnEquity.industryAvgValue,cashOnEquity.top200AvgValue,cashOnEquity.industryAvgValue,cashOnCapitalize.top200AvgValue,cashOnCapitalize.industryAvgValue,currentPayment.top200AvgValue,currentPayment.industryAvgValue,quickPayment.top200AvgValue,quickPayment.industryAvgValue,daysReceivable.top200AvgValue,daysReceivable.industryAvgValue,daysInventory.top200AvgValue,daysInventory.industryAvgValue,daysPayable.top200AvgValue,daysPayable.industryAvgValue,cashCirculation.top200AvgValue,cashCirculation.industryAvgValue,revenueOnWorkCapital.top200AvgValue,revenueOnWorkCapital.industryAvgValue,revenueOnAsset.top200AvgValue,revenueOnAsset.industryAvgValue,ebitOnRevenue.top200AvgValue,ebitOnRevenue.industryAvgValue,netDebtOnEbitda.top200AvgValue,netDebtOnEbitda.industryAvgValue,netDebtOnEquity.top200AvgValue,netDebtOnEquity.industryAvgValue,priceToSales.top200AvgValue,priceToSales.industryAvgValue,costOfFinancing.industryAvgValue,interestMargin.industryAvgValue,nonInterestOnToi.industryAvgValue,costToIncome.industryAvgValue,preProvisionOnToi.industryAvgValue,postTaxOnToi.industryAvgValue,depositOnEarnAsset.industryAvgValue,cancelDebt.industryAvgValue,badDebtPercentage.industryAvgValue,provisionOnBadDebt.industryAvgValue,loanOnDeposit.industryAvgValue,equityOnTotalAsset.industryAvgValue,badDebtOnAsset.industryAvgValue
BWE,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
BMF,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
BNW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
BTW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
BWA,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
BWS,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
CMW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
CCI,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
CLW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
CNG,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
CTW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
DWC,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
DLM,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
DMS,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
DNW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
DNN,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
DWS,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
DVC,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
GDW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
GLW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
HGW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
HDW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
HFC,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
HPW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
HTC,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
HWS,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
DDG,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
KHW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
LAW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
LDW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
LKW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
MTG,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
NAW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
NBW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
NDW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
NLS,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
NNT,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
NQB,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
NQT,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
NS2,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
PSH,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
NTW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
TOW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
PCG,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
PEG,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
PGC,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
PGD,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
PGS,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
PJC,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
PJS,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
PMG,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
PMW,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
PND,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
POB,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
POV,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
DNA,14.4,13.8,13,8.1,1.7,1.7,0,0,0.094,0.101,0.031,0.055,0.29,0.327,0.15,0.172,0.117,0.107,1.4,0.7,0.6,0.4,2.2,1.3,1,0.3,2.8,5.7,2.5,1.7,0.1,0.073,0.06,0.058,1.7,1.5,1.4,1.3,147,41,81,19,33,24,0.2,0.2,2.1,6.1,0.4,0.5,0.15,0.172,2.2,1.3,0.6,0.2,2,1.4,,,,,,,,,,,,,
