ticker,priceToEarning.top200AvgValue,priceToEarning.industryAvgValue,valueBeforeEbitda.top200AvgValue,valueBeforeEbitda.industryAvgValue,priceToBook.top200AvgValue,priceToBook.industryAvgValue,dividend.top200AvgValue,dividend.industryAvgValue,roe.top200AvgValue,roe.industryAvgValue,roa.top200AvgValue,roa.industryAvgValue,grossProfitMargin.top200AvgValue,grossProfitMargin.industryAvgValue,operatingProfitMargin.top200AvgValue,operatingProfitMargin.industryAvgValue,postTaxMargin.top200AvgValue,postTaxMargin.industryAvgValue,debtOnEquity.top200AvgValue,debtOnEquity.industryAvgValue,debtOnAsset.top200AvgValue,debtOnAsset.industryAvgValue,debtOnEbitda.top200AvgValue,debtOnEbitda.industryAvgValue,shortOnLongDebt.top200AvgValue,shortOnLongDebt.industryAvgValue,ebitOnInterest.top200AvgValue,ebitOnInterest.industryAvgValue,assetOnEquity.top200AvgValue,assetOnEquity.industryAvgValue,cashOnEquity.top200AvgValue,cashOnEquity.industryAvgValue,cashOnCapitalize.top200AvgValue,cashOnCapitalize.industryAvgValue,currentPayment.top200AvgValue,currentPayment.industryAvgValue,quickPayment.top200AvgValue,quickPayment.industryAvgValue,daysReceivable.top200AvgValue,daysReceivable.industryAvgValue,daysInventory.top200AvgValue,daysInventory.industryAvgValue,daysPayable.top200AvgValue,daysPayable.industryAvgValue,cashCirculation.top200AvgValue,cashCirculation.industryAvgValue,revenueOnWorkCapital.top200AvgValue,revenueOnWorkCapital.industryAvgValue,revenueOnAsset.top200AvgValue,revenueOnAsset.industryAvgValue,ebitOnRevenue.top200AvgValue,ebitOnRevenue.industryAvgValue,netDebtOnEbitda.top200AvgValue,netDebtOnEbitda.industryAvgValue,netDebtOnEquity.top200AvgValue,netDebtOnEquity.industryAvgValue,priceToSales.top200AvgValue,priceToSales.industryAvgValue,costOfFinancing.industryAvgValue,interestMargin.industryAvgValue,nonInterestOnToi.industryAvgValue,costToIncome.industryAvgValue,preProvisionOnToi.industryAvgValue,postTaxOnToi.industryAvgValue,depositOnEarnAsset.industryAvgValue,cancelDebt.industryAvgValue,badDebtPercentage.industryAvgValue,provisionOnBadDebt.industryAvgValue,loanOnDeposit.industryAvgValue,equityOnTotalAsset.industryAvgValue,badDebtOnAsset.industryAvgValue
SJC,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
SJE,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
SJM,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
SIG,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
SNZ,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
SJG,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
SVN,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TA3,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TA6,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TA9,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TBT,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TBX,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TCR,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
G36,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TED,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TEL,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TGG,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
THG,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TKC,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TL4,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TTL,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TLT,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TMX,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
BAX,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TNM,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TCD,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TDF,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TTB,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TTC,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
HUB,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TRT,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TTZ,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
GND,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TV3,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TVA,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TVG,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
TXM,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
UDC,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
UDJ,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
UIC,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
UMC,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
USC,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
V12,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
V15,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
VC1,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
VC2,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
VC5,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
VC6,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
VC7,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
VC9,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
VCC,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
CCV,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
VCG,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
VIH,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
VCS,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
VCX,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
VE1,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
VE2,14.4,43.2,13,13.8,1.7,1.2,0,0,0.094,0.025,0.031,0.005,0.29,0.128,0.15,0.069,0.117,0.031,1.4,1.8,0.6,0.6,2.2,2.2,1,2.4,2.8,1,2.5,3,0.1,0.057,0.06,0.089,1.7,1.2,1.4,0.8,147,106,81,161,33,83,0.2,0,2.1,2,0.4,0.4,0.15,0.069,2.2,2.2,0.6,0.4,2,0.6,,,,,,,,,,,,,
